variable_name,variable_label,avail_from_dt,table_name
hoproin,Problems in accommodation: insects; mice or rats,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hoproco,Problems in accommodation: too cold in winter,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hopro95,Problems in accommodation: other problems,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hopro96,Problems in accommodation: none of these,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hopromsp,Problems in accommodation: shortage of space (merged),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hopromnz,Problems in accommodation: noise from neighbours (merged),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hopromsn,Problems in accommodation: other street noise (merged),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hopromdk,Problems in accommodation: too dark/not enough light (merged),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hoprompo,Problems in accommodation: pollution; grime (merged),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hopromrd,Problems in accommodation: rising damp (merged),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hopromwa,Problems in accommodation: water leaks from roof/gutters/windows (merged),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hopromcp,Problems in accommodation: bad condensation problem (merged),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hopromep,Problems in accommodation: electrical or plumbing problems (merged),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hopromro,Problems in accommodation: rot and decay (merged),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hopromin,Problems in accommodation: insects; mice or rats (merged),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hopromco,Problems in accommodation: too cold in winter (merged),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hopromva,Problems in accommodation: vandalism/graffiti (merged),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hopromst,Problems in accommodation: structural problems (merged),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hoprom85,Problems in accommodation: other answer -  not codeable (merged),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hoprom86,Problems in accommodation: irrelevant answer - not codeable (merged),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hoprom96,Problems in accommodation: none of these (merged),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohavtv,Durables owned: TV,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohavvr,Durables owned: video recorder,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohavcd,Durables owned: CD player,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohavff,Durables owned: deep freeze or fridge freezer,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohavwm,Durables owned: washing machine,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohavwd,Durables owned: tumble dryer/ washer-dryer,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohavdw,Durables owned: dishwasher,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohavmo,Durables owned: microwave oven,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohavpc,Durables owned: computer,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohavdt,Durables owned: online-digital/satellite/cable TV,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohavph,Durables owned: phone (landline),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohavdv,Durables owned: DVD player,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohavdr,Durables owned: digital/personal video recorder,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohav95,Durables owned: all of these,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohav96,Durables owned: none of these,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohavbtv,Durables bought in last 2 years: TV,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohavbvr,Durables bought in last 2 years: video recorder,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohavbcd,Durables bought in last 2 years: CD player,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohavbff,Durables bought in last 2 years: deep freeze or fridge freezer,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohavbwm,Durables bought in last 2 years: washing machine,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohavbwd,Durables bought in last 2 years: tumble dryer/ washer-dryer,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohavbdw,Durables bought in last 2 years: dishwasher,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohavbmo,Durables bought in last 2 years: microwave oven,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohavbpc,Durables bought in last 2 years: computer,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohavbdt,Durables bought in last 2 years: online-digital/satellite/cable TV,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohavbph,Durables bought in last 2 years: phone (landline),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohavbdv,Durables bought in last 2 years: DVD player,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohavbdr,Durables bought in last 2 years: digital/personal video recorder,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohavb95,Durables bought in last 2 years: all of these,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohavb96,Durables bought in last 2 years: none of these,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv01,Amount spent on TV,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv02,Amount spent on video recorder,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv03,Amount spent on CD player,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv04,Amount spent on freezer,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv05,Amount spent on washing machine,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv06,Amount spent on tumble dryer,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv07,Amount spent on dishwasher,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv08,Amount spent on microwave oven,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv09,Amount spent on computer,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv12,Amount spent on DVD player,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv13,Amount spent on digital/personal video recorder,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv01l,Amount spent on TV - bracket min value (hohv01),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv01u,Amount spent on TV - bracket max value (hohv01),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv01e,Amount spent on TV - bracket entry point (hohv01),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv01r,Amount spent on TV - bracket result (hohv01),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv02l,Amount spent on video recorder - bracket min value (hohv02),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv02u,Amount spent on video recorder - bracket max value (hohv02),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv02e,Amount spent on video recorder - bracket entry point (hohv02),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv02r,Amount spent on video recorder - bracket result (hohv02),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv03l,Amount spent on CD player - bracket min value (hohv03),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv03u,Amount spent on CD player - bracket max value (hohv03),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv03e,Amount spent on CD player - bracket entry point (hohv03),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv03r,Amount spent on CD player - bracket result (hohv03),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv04l,Amount spent on freezer - bracket min value (hohv04),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv04u,Amount spent on freezer - bracket max value (hohv04),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv04e,Amount spent on freezer - bracket entry point (hohv04),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv04r,Amount spent on freezer - bracket result (hohv04),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv05l,Amount spent on washing machine - bracket min value (hohv05),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv05u,Amount spent on washing machine - bracket max value (hohv05),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv05e,Amount spent on washing machine - bracket entry point (hohv05),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv05r,Amount spent on washing machine - bracket result (hohv05),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv06l,Amount spent on tumble dryer - bracket min value (hohv06),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv06u,Amount spent on tumble dryer - bracket max value (hohv06),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv06e,Amount spent on tumble dryer - bracket entry point (hohv06),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv06r,Amount spent on tumble dryer - bracket result (hohv06),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv07l,Amount spent on dishwasher - bracket min value (hohv07),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv07u,Amount spent on dishwasher - bracket max value (hohv07),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv07e,Amount spent on dishwasher - bracket entry point (hohv07),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv07r,Amount spent on dishwasher - bracket result (hohv07),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv08l,Amount spent on microwave oven - bracket min value (hohv08),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv08u,Amount spent on microwave oven - bracket max value (hohv08),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv08e,Amount spent on microwave oven - bracket entry point (hohv08),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv08r,Amount spent on microwave oven - bracket result (hohv08),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv09l,Amount spent on computer - bracket min value (hohv09),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv09u,Amount spent on computer - bracket max value (hohv09),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv09e,Amount spent on computer - bracket entry point (hohv09),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv09r,Amount spent on computer - bracket result (hohv09),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv12l,Amount spent on DVD player - bracket min value (hohv12),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv12u,Amount spent on DVD player - bracket max value (hohv12),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv12e,Amount spent on DVD player - bracket entry point (hohv12),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv12r,Amount spent on DVD player - bracket result (hohv12),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv13l,Amount spent on digital/personal video recorder - bracket min value (hohv13),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv13u,Amount spent on digital/personal video recorder - bracket max value (hohv13),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv13e,Amount spent on digital/personal video recorder - bracket entry point (hohv13),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohv13r,Amount spent on digital/personal video recorder - bracket result (hohv13),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hobb,Whether has an internet connection at present,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hofood,Hh usual weekly spend on food and groceries,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hofoodl,Food and grocery spending - bracket min value (hofood),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hofoodu,Food and grocery spending - bracket max value (hofood),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hofoode,Food and grocery spending - bracket entry point (hofood),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hofoodr,Food and grocery spending - bracket result (hofood),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hooutf,Hh usual monthly spend on food out of home,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hooutfl,Spending on food out of the home - bracket min value (hooutf),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hooutfu,Spending on food out of the home - bracket max value (hooutf),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hooutfe,Spending on food out of the home - bracket entry point (hooutf),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hooutfr,Spending on food out of the home - bracket result (hooutf),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
homeal,Have meals ever had to be cut or skipped as there was not enough money for food,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
homoft,How often were meals cut or skipped completely,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hocl,Hh spending on clothing and footwear in last 4 weeks,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hocll,Spending on clothing and footwear - bracket min value (hocl),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hoclu,Spending on clothing and footwear - bracket max value (hocl),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hocle,Spending on clothing and footwear - bracket entry point (hocl),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hoclr,Spending on clothing and footwear - bracket result (hocl),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
holeis,Spending on leisure activities in last 4 weeks,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
holeisl,Spending on leisure activities - bracket min value (holeis),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
holeisu,Spending on leisure activities - bracket max value (holeis),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
holeise,Spending on leisure activities - bracket entry point (holeis),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
holeisr,Spending on leisure activities - bracket result (holeis),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hotran,Amount given to relatives or other people outside of home (excluding ctf but inc,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hotranl,Amount given to people outside the home - bracket min value (hotran),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hotranu,Amount given to people outside the home - bracket max value (hotran),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hotrane,Amount given to people outside the home - bracket entry point (hotran),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hotranr,Amount given to people outside the home - bracket result (hotran),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hotrangc,Money given to grandchild(ren),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hotranoc,Money given to own child(ren),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hotranor,Money given to other relative,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hotranch,Money given to charity,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hotrannr,Money given to other non-relative,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hotrpa,How amount given to people outside the home is shared: given as percentage or am,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hotrapgc,Percentage given to grandchild(ren),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hotrapoc,Percentage given to own child(ren),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hotrapor,Percentage given to other relative,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hotrapch,Percentage given to charity,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hotrapnr,Percentage given to other non-relative,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hotrabgc,Amount given to grandchild(ren),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hotraboc,Amount given to own child(ren),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hotrabor,Amount given to other relative,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hotrabch,Amount given to charity,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hotrabnr,Amount given to other non-relative,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hocenh,Whether any form of central heating in accommodation,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hocenp,What the central heating is fuelled by,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hoheagf,Whether use any other forms of heating: gas fire,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hoheaef,Whether use any other forms of heating: electric fire,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hoheaph,Whether use any other forms of heating: paraffin heaters,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hoheaof,Whether use any other forms of heating: open fire,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohea95,Whether use any other forms of heating: something else,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hohea96,Whether use any other forms of heating: no other heating,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hoheamgf,Whether use any other forms of heating: gas fire (merged),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hoheamef,Whether use any other forms of heating: electric fire (merged),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hoheamph,Whether use any other forms of heating: paraffin heaters (merged),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hoheamof,Whether use any other forms of heating: open fire (merged),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hoheam85,Whether use any other forms of heating: other answer -  not codeable (merged),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hoheam86,Whether use any other forms of heating: irrelevant answer - not codeable (merged,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hoheam96,Whether use any other forms of heating: none of these (merged),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hofuelga,Fuels used in household for heating or other purpose: mains gas,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hofuelel,Fuels used in household for heating or other purpose: electricity,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hofuelco,Fuels used in household for heating or other purpose: coal/smokeless fuel,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hofuelpa,Fuels used in household for heating or other purpose: paraffin/bottled gas,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hofueloi,Fuels used in household for heating or other purpose: oil,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hofuelwo,Fuels used in household for heating or other purpose: wood,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hofuel95,Fuels used in household for heating or other purpose: other fuel/power source,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hofsup,Whether gets gas and electricity from same or different suppliers,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hoftog,Whether pays for gas and electricity together or separately,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hofpay,Method used to pay for gas and electricity,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hofd,Whether gas and electricity direct debit monthly or quarterly,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hofdm,Monthly gas and elec direct debit,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hofdml,Monthly gas and elec direct debit - bracket min value (hofdm),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hofdmu,Monthly gas and elec direct debit - bracket max value (hofdm),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hofdme,Monthly gas and elec direct debit - bracket entry point (hofdm),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hofdmr,Monthly gas and elec direct debit - bracket result (hofdm),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hofdq,Quarterly gas and elec direct debit,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hofdql,Quarterly gas and elec direct debit - bracket min value (hofdq),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hofdqu,Quarterly gas and elec direct debit - bracket max value (hofdq),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hofdqe,Quarterly gas and elec direct debit - bracket entry point (hofdq),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hofdqr,Quarterly gas and elec direct debit - bracket result (hofdq),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hofb,Whether gas and electricity bill is monthly or quarterly,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hofbmw,Monthly gas and elec bill in the winter,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hofbmwl,Monthly gas and elec bill in the winter - bracket min value (hofbmw),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hofbmwu,Monthly gas and elec bill in the winter - bracket max value (hofbmw),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hofbmwe,Monthly gas and elec bill in the winter - bracket entry point (hofbmw),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hofbmwr,Monthly gas and elec bill in the winter - bracket result (hofbmw),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hofbms,Monthly gas and electricity bill in the summer,2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hofbmsl,Monthly gas and elec bill in the summer - bracket min value (hofbms),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hofbmsu,Monthly gas and elec bill in the summer - bracket max value (hofbms),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hofbmse,Monthly gas and elec bill in the summer - bracket entry point (hofbms),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
hofbmsr,Monthly gas and elec bill in the summer - bracket result (hofbms),2022-03-17 13:38:12.677,wave_9_elsa_data_eul_ho2_v0001_20211101
